출원번호,초록,메인 ipc코드,서브 ipc코드1,서브 ipc코드2,메인 ipc코드
1.01994E+12,"1. 청구범위에 기재된 발명이 속한 기술분야본 발명은 상품반출장치에서 반출된 상품을 상품슈우트로서 활강낙하시켜 상품슈우트의 전방에 설치된 중간문을 밀어열어서 상품꺼내는 구멍으로 낙하시키는 자동판매기에 관한 것이다.2. 발명이 해결하려고 하는 기술적 과제 본 발명은 중간문을 세분화하는일이없고, 또 환기팬을 구동시키는일이없이 경량의 상품을 확실히 반출할수가 있는 자동판매기를 제공하는 것이다.3. 발명의 해결방법의 요지 본 발명은 상품수납컬럼(2)의 아래쪽에 설치된 상품반출장치(3)의 상품탑재부(3a)와 상기한 상품탑재부(3a)의 전방에 후단이 축지지되어서 배치되고 통상 그 상품탑재부(3a)와 동일면상으로된 유지판(12)와에 의해 상품수납컬럼(2)의 최하위상품(4a)를 유지한다.또 밀어내진 상품(4a)를 상품꺼내는 구멍으로 활강낙하시키는 상품슈우트(6)의 전방에 설치되어있음과 동시에 상단이 축지지되고 활강낙하하는 상품(4a)에 의해 밀어개방되는 중간문(9)를 중간문(9)의 후방에 설치된 개방용팔(17)에 의해 밀어개방하도록 한다. 그리고 상품판매시에는 유지판(12)를 아래쪽으로 회전시킴과 동시에 중간문(9)를 개방하도록 구동제어장치(13)에 의해 링크기구(16) 및 개방용팔(17)을 구동시켜서 유지판(12)가 아래쪽으로 회전한후에 동작하는 압출부재(3b)에 의한 상품압출후는 링크기구(16) 및 개방용팔(17)을 복귀동작시킨다.4. 발명의 중요한 용도본 발명에 의하면 상품판매시 유지판을 아래쪽으로 회전시킴과 동시에 개방용팔에 의해 중간문을 개방시킨후 상품을 밀어내도록 했기때문에 중간문을 세분화하는 일이없이 또 환기팬을 구동시키는 일이없이 경량의 상품을 확실히 반출시킬수가 있다.",G07F,,,
1.02008E+12,"본 발명은 RFID 정보를 활용한 전자 문서 자동 생성 시스템, 서비스 서버 및 생성 방법에 관한 것으로, 상품에 부착된 RFID의 판독에 의해 상품에 필요하거나 관련된 전자 문서를 자동으로 생성할 수 있도록, 본 발명에 따른 생성 시스템은, 통신망을 통해 상호 연결되며, 상품에 부착된 RFID 태그를 판독하고 그에 대응하는 마스터 정보와 디테일 정보를 생성하여 서비스 서버로 전달하는 소스 단말기; 및상기 소스 단말기로부터 전달받은 마스터 정보와 디테일 정보에 의거하여 그에 부합하는 양식의 전자 문서를 생성하는 서비스 서버;를 포함한다.RFID, 태그, 상품, 무역, 전자 문서",G16C,,,
1.01995E+12,"공공 전송 시스템용의 엑세스 젱 시스템은 상기 전송 시스템의 각각의 입구/출구위치(1)와, 티켓 판독기(8)에 제공된 적어도 하나의 입구 게이트(12)와, 티켓 판독기(16)에 제공된 적어도 하나의 출구 판독기(20)와, 다른 항목을 통신하는 국부 데이타 프로세서를 포함한다. 국부 프로세서 (10)는 중앙 프로세서 (14)를 경유하여 통신된다. 티켓은 입구에서 유효한 위치에서 국부 프로세서 (10)에 발행시 저장되는 확인 코드를 가지고 있다. 티켓을 이용하여 입장할 때 관련 코드는 모든 위치에서 삭제되며 그 후에 나가기 위하여 유효한 위치에서 구구부 프로세서 (10)에 다시 저장된다. 티켓을 이용하여 퇴장헐때 관련 코드는 모든 위치에서 삭제된다. 입장이나 또는 퇴장이 관련 코드가 저장되지 않는 위치에서 시도된다면 관련 게이트(12, 20)는 열리게 된다. ",G07C,,,
1.02006E+12,"                            미분 물질의 흐름을 받아들이고 배출하기 위한 제1 저장 컨테이너를 포함하는 미분 물질의 공급 방법 및 장치가 제공된다. 상기 장치는 미분 물질로 교대로 채워지거나 비워질 제1 저장 컨테이너에 부착된 하나의 분리 챔버를 포함한다. 제2 저장 컨테이너는, 미분 물질의 미리 정해진 저장량에 따라 교대로 채워지도록 상기 분리 챔버의 배출구와 연결된다. 배출 수단들이 상기 미분 물질의 배출을 연속적으로 제어하기 위하여 제2 저장 컨테이너의 배출구에 부착된다. 이송 수단들이 배출된 미분 물질을 이송하기 위해 배출 수단과 결합된다. 상기 미분 물질의 미리 정해진 저장 레벨 또는 중량에 따라 제2 저장 수단의 채움과 비움을 교대로 제어하기 위해 제2 저장 컨테이너내의 미분 물질의 양을 계산하기 위한 수단이 제공된다. 그리고, 제2 저장 컨테이너를 채우기 위해 분리 챔버를 교대로 개폐하기 위해 제2 저장 컨테이너내의 미분 물질의 양을 계산하는 수단에 의해 제공된 신호를 처리하기 위한 제어 수단을 포함한다.                                                            ",G01F,G01G,,
1.01997E+12,"본 발명은 자동 판매기에 관한 것으로서, 특히 내부에 다수의 상품이 저장되고 하측에는 상품이 투출되는 투출구를 갖는 상품 저장부와, 상기 투출구의 하측에 위치되는 복수 개의 가이드판을 갖는 회동 부재와, 상기 회동 부재를 소정의 각도로 회동시키는 구동 수단과, 상기 가이드 판으로부터 투출된 상품을 외측으로 투출하는 투출관을 구비하는 것을 특징으로 한다.따라서, 본 발명에서는 상품 저장부의 하측에 구동 수단의 구동에 따라 소정의 각도로 회동되는 복수 개의 가이드 판 내에 상품이 수용되어 투출됨으로써 구조가 간단하고 상품의 투출이 정확하게 이루어질 뿐만 아니라 상품의 저장량이 증대된다.",G07F,G06Q,,
1.02001E+12,"본 발명은 도로통행료 징수 시스템에 관한 것으로, 톨게이트의 각 차량진입로에 설치되는 차량감지부와, 안테나부와, 위반차량 촬영부와 및 영업소서버에 설치되는 차로제어부를 포함하여 구성하고, 상기 각 장치간의 데이터 전송경로로 HPCF (Hard Polymer Clad Fiber)를 사용함으로써 종래에 비해 전송거리 및 전송속도를 증가시킬 수 있고, 수명이 길며, EMI 현상 및 잡음 발생 가능성이 적어 정확성 및 신뢰성을 확보할 수 있으며, 차로제어부를 원격지의 영업소서버내에 설치하여 외부노출되지 않아 비, 눈, 기온 등에 의한 파손 가능성이 적으므로 안전성이 뛰어나다.ETCS(Electronic Toll Collection System), HPCF(Hard Polymer Clad Fiber)",G08G,,,
1.02008E+12,"	본 발명은 코인 수납기에 관한 것으로서, 코인 통로의 바닥면에 위치한 슬라이딩 통로와, 슬라이딩 통로의 전방면으로부터 연장된 코인 반환 통로와, 게이트와, 게이트가 슬라이딩 통로로부터 연장되어 삽입된 코인/토큰이 게이트상의 슬롯을 통해서 통과하는 제1위치와 게이트가 슬라이딩 통로 내로 수용되어 삽입된 코인/토큰이 코인 반환 통로를 통과하게 하는 제2위치 사이에서 게이트를 이동시키도록 제어가능한 솔레노이드 밸브로 구성되며, 게이트는 슬라이딩 통로로부터 이동될 때 스프링 스트립이나 도구를 가지고 코인/토큰을 훔치는 것을 방지하도록 코인 반환 통로를 막기 위하여 후방으로부터 상방 연장된 도난 방지 플랜지를 가진다. 코인,수납기,도난,자동판매기",G07D,,,
1.02006E+12,"본 발명은 근거리 저전력 무선 네트워크 전송 기술인 지그비(ZigBee:IEEE 802.15.4) 프로토콜을 이용한 원격계량 시스템에 관한 것으로, 상세하게는 로드셀로 적재물의 하중을 검출하여 측정된 데이터 값을 지그비 신호에 실어 송신하는 지그비 네트워크 로드셀과; 상기 지그비 네트워크 로드셀로부터 전송된 데이터 값을 지그비 프로토콜을 이용하여 무선 통신으로 수신한 후, 상기 로드셀에서 전송된 각각의 데이터 값과 전체 물리량으로 연산 처리된 데이터 값을 디스플레이하고, 미리 설정된 기준값과 제한하중을 비교하여 출력된 결과신호로써 경보를 알리는 인디케이터 수단;으로 구성됨을 특징으로 하는 것으로서, 로드셀에 지그비 칩(Zigbee Client)를 연결, 설치하여 사용자의 내에 무선호스트를 설치함으로써 부가 네트워크의 구성없이 자체전원과 로드셀의 연결만으로 현재의 로드셀로 측정하고자 하는 적재물의 무게를 표시하고 제한용량여부를 감시할 수 있도록 한 원격계량 시스템에 관한 것이다.중량, 크레인, 제한하중, 지그비, 로드셀, 원격계량",G08C,,,
1.0201E+12,"본 발명은 매체가 장입된 매체 카세트에서 배출된 매체가 일시적으로 적재되고, 정렬되는 적재유닛과, 상기 적재유닛에서 정렬된 매체를 외측으로 방출시키는 방출유닛이 구비된 매체방출장치에 있어서, 상기 방출유닛의 내측에는 상기 적재유닛에서 이송된  상기 방출유닛으로 매체가 이송되는 과정에서 정렬이 흐트러진 매체를 재정렬하도록 재정렬 가이드부가 구비되고, 상기 방출유닛은 상기 매체의 상면을 가압하여 상기 매체를 이송하는 상부가압롤러부와, 상기 매체의 하면을 가압하여 상기 매체를 이송하는 하부가압롤러부 및 상기 상부가압롤러를 상기 하부가압롤러부 측으로 하강시키는 승하강부로 이루어지며, 상기 재정렬 가이드부는 상기 상부가압롤러부 측에 설치되어 상기 상부가압롤러부에 대하여 수직을 이루거나 상기 상부가압롤러부와 동일면을 이루도록 회동하는 것을 특징으로 하는 집적 정렬 및 방출 기능을 갖는 매체방출장치에 관한 것이다.이에 따라, 본 발명은 매체가 방출유닛으로 이송되는 과정에서 흐트러진 경우에도 재정렬하여 정렬된 상태로 고객에게 인도되도록 하되, 다량의 매체가 한번에 방출될 때 정렬되지 않은 매체의 일부가 방출유닛의 상부가압롤러부 또는 하부가압롤러부에 남겨져 고객에게 인도되는 매체의 금액이 모자라는 것을 방지하는 효과가 있다.",G07D,,,
1.02E+12,"본 발명은 자동판매기에 관한 것으로서 보다 상세하게는 카드형 전자화폐를 이용하여 자동판매기의 물품을 구입할 경우 발생되는 거래 내역 데이터에 대한 압축을 실시하여 상기한 데이터에 대한 기록, 저장, 정산의 효율성을 기할 수 있는 자동판매기에 관한 것이다.이와 같은 목적을 달성하기 위하여 본 발명의 자동판매기는 자동판매기로 판매되는 물품을 표시하는 물품 표시부, 소비자가 원하는 물품을 선택하게 하는 물품 선택부, 카드형 전자화폐 거래를 위해 소정의 동작을 행하는 카드 거래부, 거래의 거래 내역 데이터를 저장하는 거래 내역 저장 수단, 거래 내역 저장 수단에 저장된 거래 내역 데이터를 전송 받아 거래 내역 데이터에 대한 소정의 압축을 실시한 후 자동판매기의 관리자용 정산 카드에 기록 신호를 인가하여 상기 압축된 거래 내역 데이터를 상기 정산 카드에 기록하는 정산 처리부, 자동판매기의 모든 동작을 총괄하며 상기한 각 구성 요소의 구동 지시 및 상기한 구성 요소간 데이터의 전송을 담당하는 주제어부, 주제어부의 판매 지시를 받아 물품의 판매를 수행하는 판매부를 포함함을 그 특징으로 한다.자동판매기, 전자화폐, 정산, 카드형, 정산 카드, 압축",G07F,,,
1.0201E+12,"본 발명은 화물차량의 공차중량을 차량 자체적으로 계근할 수 있도록 하거나, 화물을 상차한 후 화물의 전체무게 또는 화물차량의 축중량을 계근할 수 있도록 하는 자동차용 계근장치에 관한 것이다.본 발명은 화물차량의 적재함 프레임의 모서리 부위에 실린더 유도 지지대를 설치한 후 상기 실린더 유도지지대에 형성된 가이드캡을 따라 실린더 덮개가 상하 이동되게 하고, 상기 실린더 덮개의 내측에는 유압 실린더를 설치하는 한편 실린더축에 결합된 슬라이더를 설치하며, 상기 실린더 덮개의 외측에는 가이드캡에 받쳐지는 걸림판을 설치하는 한편 실린더 유도지지대의 내측으로 실린더 덮개의 상측에 의해 가압되는 축중계를 설치함으로써 이루어지게 된다.",G01G,,,
